id,recipient,jurisdiction,state,ein,type,amount,fips_code,fips
1147,"TOWN OF MIDDLEBURY TOWN CLERK
77 MAIN ST
MIDDLEBURY, VT 05753",Middlebury,VT,03-6000564,LOCAL GOVERNMENT,5030,NA,NA
1148,"CITY OF RUTLAND
PO BOX 969
RUTLAND, VT 05701",Rutland,VT,03-6000658,LOCAL GOVERNMENT,7653,NA,50021 
1149,"CITY OF SOUTH BURLINGTON							
575 DORSET ST							
S. BURLINGTON, VT 05403",South Burlington,VT,03-6002712,LOCAL GOVERNMENT,8805,NA,NA
1150,"CITY OF WINOOSKI							
27 WEST ALLEN ST.							
WINOOSKI, VT 05404",Winooski,VT,03-6000782,LOCAL GOVERNMENT,5344,NA,NA
1151,"CITY OF ALEXANDRIA
301 KING ST.
ALEXANDRIA, VA 22314",Alexandria,VA,54-6001103,LOCAL GOVERNMENT,201650,NA,NA
1152,"AMHERST COUNTY
PO BOX 550
AMHERST, VA 24521",Amherst,VA,54-6001115,COUNTY GOVERNMENT,20228,NA,51009 
1153,"APPOMATTOX COUNTY
153 MORTON LN
APPOMATTOX, VA 24522",Appomattox,VA,54-6001122,COUNTY GOVERNMENT,9508,NA,51011 
1154,"TREASURER OF ARLINGTON COUNTY
836 LEXINGTON ST.
ARLINGTON, VA 22201",Arlington,VA,54-6001123,COUNTY GOVERNMENT,256688,NA,51013 
1155,"BUCHANAN COUNTY VOTER REGISTRATION
23784 RIVERSIDE DR
GRUNDY, VA 24614",Buchanan,VA,54-6001172,COUNTY GOVERNMENT,12275,NA,51027 
1156,"DIRECTOR OF ELECTIONS & VOTER
REGISTRATION OFFICE FOR CHARLES
CITY COUNTY V - 10900 COURTHOUSE
ROAD - CHARLES CITY, VA 23030",Charles City,VA,NA,COUNTY GOVERNMENT,7369,NA,51036 
1157,"COUNTY OF CHARLOTTE
P O BOX 267
CHARLOTTE COURT HOUSE, VA 23923",Charlotte,VA,54-6001198,COUNTY GOVERNMENT,20034,NA,51037 
1158,"CITY OF FAIRFAX							
10455 ARMSTRONG STREET							
FAIRFAX, VA 22030",Fairfax City,VA,54-6001266,LOCAL GOVERNMENT,14175,NA,51600 
1159,"COUNTY OF CULPEPER, VA							
PO BOX 1447							
CULPEPER, VA 22701",Culpeper,VA,54-6001236,COUNTY GOVERNMENT,24147,NA,51047 
1160,"DICKENSON COUNTY
PO BOX 1306
CLINTWOOD, VA 24228",Dickenson,VA,54-0790129,COUNTY GOVERNMENT,7875,NA,51051 
1161,"EMPORIA
201 S. MAIN STREET
EMPORIA, VA 23847",Emporia,VA,54-6001262,COUNTY GOVERNMENT,6625,NA,NA
1162,"COUNTY OF FAIRFAX VA
12000 GOVERNMENT CENTER PARKWAY
FAIRFAX, VA 22035",Fairfax,VA,54-0787833,COUNTY GOVERNMENT,1243241,NA,51059 
1163,"GENERAL REGISTRAR, COUNTY OF FLOYD
100 EAST MAIN ST., ROOM 302
FLOYD, VA 24091",Floyd,VA,54-6001279,COUNTY GOVERNMENT,7353,NA,51063 
1164,"CITY OF FRANKLIN - REGISTRAR
207 W SECOND AVE.
FRANKLIN, VA 23851",Franklin City,VA,54-6001284,LOCAL GOVERNMENT,7838,NA,51620 
1165,"GILES COUNTY
315 NORTH MAIN STREET
PEARISBURG, VA 24134",Giles,VA,54-6001304,COUNTY GOVERNMENT,7959,NA,51071 
1166,"HALIFAX COUNTY
P O BOX 825
HALIFAX, VA 24558",Halifax,VA,54-6001332,COUNTY GOVERNMENT,55270,NA,51083 
1167,"COUNTY OF HENRICO, VIRGINIA							
REGISTRAR - PO BOX 90775 -							
HENRICO, VA 23273",Henrico,VA,54-6001344,COUNTY GOVERNMENT,411822,NA,51087 
1168,"JAMES CITY COUNTY VOTER							
REGISTRATION AND ELECTIONS - P.O.							
BOX 8701 - WILLIAMSBURG, VA 23187",James City,VA,54-6001365,LOCAL GOVERNMENT,38745,NA,51095 
1169,"LANCASTER COUNTY
8311 MARY BALL RD
LANCASTER, VA 22503",Lancaster,VA,54-6001382,COUNTY GOVERNMENT,7408,NA,51103 
1170,"COUNTY OF LOUDOUN
PO BOX 347
LEESBURG, VA 20178",Loudoun,VA,54-0948306,COUNTY GOVERNMENT,355760,NA,51107 
1171,"COUNTY OF LOUISA
P.O. BOX 160
LOUISA, VA 23093",Louisa,VA,54-6001398,COUNTY GOVERNMENT,21400,NA,51109 
1172,"LUNENBURG COUNTY
11413 COURTHOUSE ROAD
LUNENBURG, VA 23952",Lunenburg,VA,54-6001401,COUNTY GOVERNMENT,9860,NA,51111 
1173,"CITY OF LYNCHBURG
900 CHURCH ST
LYNCHBURG, VA 24504",Lynchburg,VA,54-6001405,LOCAL GOVERNMENT,63882,NA,NA
1174,"MADISON COUNTY, VIRGINIA
PO BOX 705
MADISON, VA 22727",Madison,VA,54-6001409,COUNTY GOVERNMENT,6129,NA,51113 
1175,"CITY OF MANASSAS
9027 CENTER STREET
MANASSAS, VA 20110",Manassas,VA,NA,LOCAL GOVERNMENT,53797,NA,NA
1176,"COUNTY OF MECKLENBURG							
PO BOX 307							
BOYDTON, VA 23917",Mecklenburg,VA,54-6001422,COUNTY GOVERNMENT,22482,NA,51117 
1177,"COUNTY OF NELSON							
PO BOX 396							
LOVINGSTON, VA 22949",Nelson,VA,54-6001441,COUNTY GOVERNMENT,8159,NA,51125 
1178,"NEW KENT COUNTY
12007 COURTHOUSE CIRCLE PO BOX 109
NEW KENT, VA 23124",New Kent,VA,54-6001445,COUNTY GOVERNMENT,9372,NA,51127 
1179,"NOTTOWAY COUNTY
PO BOX 92
NOTTOWAY, VA 23955",Nottoway,VA,54-6001479,COUNTY GOVERNMENT,13978,NA,51135 
1180,"CITY OF PETERSBURG DEPARTMENT OF
ELECTIONS - PO BOX 1031 -
PETERSBURG, VA 23804",Petersburg,VA,54-6001502,LOCAL GOVERNMENT,81890,NA,NA
1181,"COUNTY OF PITTSYLVANIA
P.O. BOX 426
CHATHAM, VA 24531",Pittsylvania,VA,54-6001508,COUNTY GOVERNMENT,39376,NA,51143 
1182,"TREASURER, COUNTY OF POWHATAN
3834 OLD BUCKINGHAM ROAD, SUITE D
POWHATAN, VA 23139",Powhatan,VA,54-6001520,COUNTY GOVERNMENT,13506,NA,51145 
1183,"PRINCE WILLIAM COUNTY
3 COUNTY COMPLEX COURT
WOODBRIDGE, VA 22192",Prince William,VA,54-6001531,COUNTY GOVERNMENT,631431,NA,51153 
1184,"SMYTH COUNTY DEPARTMENT OF
ELECTIONS - 121 BAGLEY CIRCLE
SUITE 100 - MARION, VA 24354",Smyth,VA,54-6001608,COUNTY GOVERNMENT,14976,NA,51173 
1185,"WASHINGTON COUNTY VIRGINIA							
1 GOVERNMENT CENTER PLACE							
ABINGDON, VA 24210",Washington,VA,54-6001667,COUNTY GOVERNMENT,21915,NA,51191 
1186,"WYTHE COUNTY							
245 SOUTH 4TH STREET							
WYTHEVILLE, VA 24382",Wythe,VA,54-6002871,COUNTY GOVERNMENT,5700,NA,51197 
1187,"ADAMS COUNTY AUDITOR
210 W BROADWAY AVE STE 200
RITZVILLE, WA 99169",Adams,WA,91-6002194,COUNTY GOVERNMENT,8719,NA,53001 
1188,"COUNTY OF ASOTIN
PO BOX 129
ASOTIN, WA 99402",Asotin,WA,91-6001295,COUNTY GOVERNMENT,10431,NA,53003 
1189,"CLALLAM COUNTY AUDITOR
223 E 4TH ST, SUITE 1
PORT ANGELES, WA 98362",Clallam,WA,91-6001298,COUNTY GOVERNMENT,26055,NA,53009 
1190,"COWLITZ COUNTY
207 N 4TH AVE
KELSO, WA 98626",Cowlitz,WA,91-6001310,COUNTY GOVERNMENT,53746,NA,53015 
1191,"ISLAND COUNTY AUDITOR ELECTIONS
PO BOX 5000
COUPEVILLE, WA 98239",Island,WA,91-6001321,COUNTY GOVERNMENT,7572,NA,53029 
1192,"KING COUNTY DEPARTMENT OF
ELECTIONS - 919 SW GRADY WAY -
RENTON, WA 98057",King,WA,91-6001327,COUNTY GOVERNMENT,1292652,NA,53033 
1193,"KITSAP COUNTY ELECTIONS
614 DIVISION STREET
PORT ORCHARD, WA 98366",Kitsap,WA,91-6001348,COUNTY GOVERNMENT,118747,NA,53035 
1194,"KLICKITAT COUNTY AUDITOR							
205 S. COLUMBUS AVENUE							
GOLDENDALE, WA 98620",Klickitat,WA,91-6001350,COUNTY GOVERNMENT,11001,NA,53039 
1195,"MASON COUNTY TREASURER							
411 N. 5TH ST.							
SHELTON, WA 98584",Mason,WA,91-6001354,COUNTY GOVERNMENT,32904,NA,53045 
1196,"PEND OREILLE COUNTY AUDITOR
PO BOX 5015
NEWPORT, WA 99156",Pend Oreille,WA,91-6001357,COUNTY GOVERNMENT,7154,NA,53051 
1197,"COUNTY OF PIERCE
5413 89TH AVENUE CT W
TACOMA, WA 98467",Pierce,WA,91-6001359,COUNTY GOVERNMENT,539816,NA,53053 
1198,"SAN JUAN COUNTY AUDITOR
PO BOX 638
FRIDAY HARBOR, WA 98250",San Juan,WA,91-6001360,COUNTY GOVERNMENT,9317,NA,53055 
1199,"SKAGIT COUNTY
PO BOX 1306
MOUNT VERNON, WA 98273",Skagit,WA,91-6001361,COUNTY GOVERNMENT,68960,NA,53057 
1200,"SPOKANE COUNTY
1116 W. BROADWAY AVENUE
SPOKANE, WA 99260",Spokane,WA,91-6001370,COUNTY GOVERNMENT,191869,NA,53063 
1201,"THURSTON COUNTY AUDITOR'S OFFICE
2000 LAKERIDGE DR SW
OLYMPIA, WA 98502",Thurston,WA,91-6001375,COUNTY GOVERNMENT,344860,NA,53067 
1202,"WHATCOM COUNTY TREASURER
311 GRAND AVE., SUITE 104
BELLINGHAM, WA 98225",Whatcom,WA,91-6001383,COUNTY GOVERNMENT,126128,NA,53073 
1203,"CITY OF APPLETON							
100 N APPLETON STREET							
APPLETON, WI 54915",Appleton,WI,39-6005381,LOCAL GOVERNMENT,18330,NA,NA
1204,"CITY OF BELOIT CLERK-TREASURER							
100 STATE STREET							
BELOIT, WI 53511",Beloit,WI,39-6005397,LOCAL GOVERNMENT,26198,NA,NA
1205,"CITY OF BROOKFIELD
2000 N. CALHOUN ROAD
BROOKFIELD, WI 53005",Brookfield,WI,39-6020813,LOCAL GOVERNMENT,14090,NA,NA
1206,"CITY OF EAU CLAIRE
203 S FARWELL ST
EAU CLAIRE, WI 54701",Eau Claire,WI,39-6005436,LOCAL GOVERNMENT,71000,NA,55035 
1207,"CITY OF EDGERTON
12 ALBION ST
EDGERTON, WI 53534",Edgerton,WI,39-6005440,LOCAL GOVERNMENT,5500,NA,NA
1208,"CITY OF FITCHBURG
166 BOULDER DRIVE, SUITE 108
FITCHBURG, MA 01420",Fitchburg,WI,NA,LOCAL GOVERNMENT,16520,NA,NA
1209,"CITY OF FOND DU LAC
160 S. MACY ST.
FOND DU LAC, WI 54936",Fond du Lac,WI,39-6005450,LOCAL GOVERNMENT,22491,NA,55039 
1210,"CITY CLERK/TREASURER
101 N MAIN ST
FORT ATKINSON, WI 53538",Fort Atkinson,WI,39-6005451,LOCAL GOVERNMENT,6223,NA,NA
1211,"CITY OF GREENBAY
100 NORTH JEFFERSON STREET, ROOM 1
GREEN BAY, WI 54301",Green Bay,WI,39-6005458,LOCAL GOVERNMENT,1245706,NA,NA
1212,"HUDSON							
505 THIRD STREET				
BALDWIN, WI 54002",Hudson,WI,39-6005468,LOCAL GOVERNMENT,5133,NA,NA
1213,"CITY CLERK-TREASURER							
18 N JACKSON ST PO BOX 5005							
JANESVILLE, WI 53547",Janesville,WI,39-6005472,LOCAL GOVERNMENT,183292,NA,NA
1214,"CITY OF KENOSHA
625 - 52ND STREET
KENOSHA, WI 53140",Kenosha,WI,39-6005481,LOCAL GOVERNMENT,862779,NA,55059 
1215,"CITY OF MADISON
210 MARTIN LUTHER KING JR BLVD RM
MADISON, WI 53703",Madison,WI,39-6005507,LOCAL GOVERNMENT,1271788,NA,NA
1216,"MARATHON COUNTY CLERK
500 FOREST STREET
WAUSAU, WI 54403",Wausau,WI,39-6005716,LOCAL GOVERNMENT,10000,NA,NA
1217,"CITY OF MARINETTE
1905 HALL AVE
MAIRINETTE, WI 54143",Marinette,WI,39-6005515,LOCAL GOVERNMENT,5133,NA,55075 
1218,"CITY OF MARSHFIELD
207 W. 6TH STREET
MARSHFIELD, WI 54449",Marshfield,WI,39-6005518,LOCAL GOVERNMENT,8583,NA,NA
1219,"CITY OF MENASHA
100 MAIN STREET, SUITE 200
MENASHA, WI 54952",Menasha,WI,39-6005525,LOCAL GOVERNMENT,7890,NA,NA
1220,"MILWAUKEE COUNTY ELECTION
COMMISSION - 901 N. 9TH ST. ROOM
G-10 - MILWAUKEE, WI 53233",Milwaukee,WI,39-6005720,COUNTY GOVERNMENT,10000,NA,55079 
1221,"CITY OF MILWAUKEE							
200 EAST WELLS STREET							
MILWAUKEE, WI 53202",City of Milwaukee,WI,39-6005532,LOCAL GOVERNMENT,3409500,NA,NA
1222,"CITY OF PLATTEVILLE							
75 N. BONSON ST.							
PLATTEVILLE, WI 53818",Platteville,WI,39-6005569,LOCAL GOVERNMENT,8861,NA,NA
1223,"CITY OF RACINE
730 WASHINGTON AVE
RACINE, WI 53403",Racine,WI,39-6005581,LOCAL GOVERNMENT,1699100,NA,55101 
1224,"CITY OF RICE LAKE ADMINISTRATION
DEPARTMENT - 30 E. EAU CLAIRE ST.
- RICE LAKE, WI 54868",Rice Lake,WI,39-6005585,LOCAL GOVERNMENT,10000,NA,NA
1225,"RIVER FALLS
222 LEWIS ST
RIVER FALLS, WI 54022",River Falls,WI,39-6005590,COUNTY GOVERNMENT,7449,NA,NA
1226,"ROCK COUNTY
51 S. MAIN ST.
JANESVILLE, WI 53545",Rock,WI,39-6005736,COUNTY GOVERNMENT,61450,NA,55105 
1227,"CITY OF SUN PRAIRIE
300 E MAIN ST
SUN PRAIRIE, WI 53590",Sun Prairie,WI,39-6006382,LOCAL GOVERNMENT,30758,NA,NA
1228,"CITY OF TWO RIVERS
1717 EAST PARK STREET
TWO RIVERS, WI 54221",Two Rivers,WI,39-6005635,LOCAL GOVERNMENT,5391,NA,NA
1229,"VILLAGE OF COTTAGE GROVE
221 E COTTAGE GROVE RD.
COTTAGE GROVE, WI 53527",Cottage Grove,WI,39-1160373,LOCAL GOVERNMENT,10000,NA,NA
1230,"VILLAGE OF WESTON							
5500 SCHOFIELD AVE							
WESTON, WI 54476",Weston,WI,39-1851996,LOCAL GOVERNMENT,6819,NA,NA
1231,"CITY OF WAUKESHA							
201 DELAFIELD STREET							
WAUKESHA, WI 51388",Waukesha,WI,39-6005642,LOCAL GOVERNMENT,42100,NA,55133 
1232,"CITY OF WAUSAU
407 GRANT ST
WAUSAU, WI 54403",Wausau,WI,39-6005648,LOCAL GOVERNMENT,50000,NA,NA
1233,"CITY OF WEST ALLIS
7525 W GREENFIELD AVENUE
WEST ALLIS, WI 53214",West Allis,WI,39-6005651,LOCAL GOVERNMENT,62068,NA,NA
1234,"FORT KENT
416 WEST MAIN STREET
FORT KENT, ME 04743",Fort Kent,ME,NA,LOCAL GOVERNMENT,7450,NA,NA
1235,"TOWN OF ALNA
1574 ALNA ROAD
ALNA, ME 04535",Alna,ME,NA,LOCAL GOVERNMENT,10000,NA,NA
1236,"TOWN OF EASTON CONNECTICUT
225 CENTER ROAD
EASTON, CT 06612",Easton,CT,NA,LOCAL GOVERNMENT,10000,NA,NA
1237,"TOWN OF WARE
126 MAIN ST SUITE F
WARE, MA 01082",Ware,MA,NA,LOCAL GOVERNMENT,5474,NA,NA
